private String name,private int A,private int B,private int C,private int D,private int E,private int F,private int G,private int H,private int I,private int J,private int K,private int L,private int M,private int N,private int O,private int P,private int Q,private int R,private int S,private int T,private int U,private int V,private int W,private int X,private int Y,private int Z,private int AA,private int AB,private int AC,private int AD,private int AE,private int AF,private int AG,private int AH,private int AI,private int AJ,private int AK,private int AL,private int AM,private int AN,private int AO,private int AP,private int AQ,private int AR,private int AS,private int AT,private int AU,private int AV,private int AW,private int AX,private int AY,private int AZ,private int BA,private int BB,private int BC,private int BD,private int BE,private int BF,private int BG,private int BH,private int BI,private int BJ,private int BK,private int BL,private int BM,private int BN,private int BO,private int BP,private int BQ,private int BR,private int BS,private int BT,private int BU,private int BV,private int BW,private int BX,private int BY,private int BZ,private int CA,private int CB,private int CC,private int CD,private int CE,private int CF,private int CG,private int CH,private int CI,private int CJ,private int CK,private int CL,private int CM,private int CN,private int CO,private int CP,private int CQ,private int CR,private int CS,private int CT,private int CU,private int CV
Test77,71109643,-799823535,-615892939,-848551176,-1485554459,-294816423,1167051193,1840788420,-430375996,135727811,-2001211633,-1794056908,434858032,-521823738,996432422,1655127969,858148056,411721025,-1865514258,-1144729641,551076311,-1628059866,1222761789,2039423280,-704565448,-150328010,-1691809546,578141405,1182233532,1586651438,-677683097,198548102,407647194,1149496769,1363839219,-989655530,975148294,-757339514,1959127536,1319386831,-636360394,-488596685,-1727779374,492010404,-233501023,411127307,1946235272,237109447,1569556425,1865493909,373360166,-334953857,228495291,2133916046,-1068570429,-1478487745,-714297707,-1459168481,-984001372,-28497164,-1839820215,354601042,1551537049,-1718350434,1306275743,-1298060606,-1051758425,1030725410,-873959552,-1325089390,980676838,-1032225187,-1196299152,551278239,-1818741076,1917915516,162235484,-1244360967,-1084362005,653567370,-582630763,84311694,-1118762793,-1412140214,835610140,-210763992,-2141960245,-1622106810,-1395947489,1980770968,-2080022675,617642791,-1509677373,-706344909,-2111213041,1538442823,71309348,-1582260867,1852172632,-616858748
Test78,-1041913447,-1932339676,-1935707869,-1868724649,893087548,427390767,1200831654,-947156700,1333331881,-212823689,-270730793,-258189614,-952510460,-486987947,-237103350,-930811490,-1433336767,-934872676,1898004190,-789372116,-1020385377,-849760311,-870371750,-453967393,-269053580,908316537,-235386542,-127207575,-2089874896,-1306183909,-284651249,2046237861,-2121374565,-1069150235,-881729234,546700963,1917935457,-1843762421,303208136,1242702084,1559010000,1806040622,-987953709,589615496,1510057695,-231034094,2045141191,635183333,1040739697,1602485908,97121924,-1507388198,-395412261,2021405402,-328734094,355100546,1275197091,1244152011,1515506409,-615421971,-766105974,-1966498622,1220651475,2083770348,439092685,-1929561475,-1258644592,-1885166804,-1865863514,-1640377253,202620953,-1246008443,466355224,-1836125754,-704955801,1510106772,213127660,-139894547,-1113015787,7960710,1161947382,-1204217930,-1534493884,817035318,-1404961892,-635457549,-137240386,1799137402,2039103128,-460459309,-582218659,246444730,506106364,-2102777958,-2066933331,-1602373951,-1890830730,985667988,1643175632,-1688779817
Test79,-281226539,-594081465,-782870622,257904399,753257932,1519975655,-1550508260,-135529764,1857617908,-1942346738,-926508291,-179026966,1999110679,1137066668,1476640166,-270637269,-1504994389,-911911109,149062213,954602799,-1833626213,1116205111,-401832138,-907934024,851146061,-2013338419,1035627173,-615135603,1144185824,1124689106,-881472137,-516569970,-1701001803,-1856007178,1614684266,68224520,-1883027919,-2014370760,1430953850,-4913334,1486576576,-1839029348,-2073682042,1312137848,343181340,132346140,1233621555,713822110,791533774,-1949201189,-569089008,228413959,77327348,-1523861600,-211281669,883533519,-2084307643,-1005218431,-1508980030,-1238644553,139214674,160483294,1507225100,-213377736,1874986254,492384913,-1833631366,1834557146,190480272,807657571,-1648358648,1646762181,-304409578,-1467794751,-1437333575,322078616,-190673331,-1918203729,-2075086477,1582543737,178041550,1752557819,1329151783,-1119135892,-2005010964,1471888310,-1386872012,-544314904,1195203244,2084286176,-2014901235,-1286055257,1151254036,-1579883934,-62018792,-1044751939,1845498536,1376507712,-1341323815,2054126572
Test80,-675262415,-419750386,1222645071,1088311350,-272688192,407959715,-249186402,1629862578,-203396110,497115916,-2117486611,1134307491,-2106610316,1562064835,467398801,1275425222,-1645073463,-1561402591,192211818,1899297514,548454986,-1347921392,-1114004339,924249542,-901965458,564480004,1237734179,-646669818,-1162415029,585869355,-1746772848,-25865306,148525660,406076898,-220342825,-1507958141,-517510780,-1019240341,-245680324,-2060855505,1107410003,-926691875,-20044246,-424322812,1924386951,1823177051,-1834845865,1053245819,102320596,759138440,-963847387,146380990,-578196249,-228166599,-1554469301,1971308411,-1044885848,11305068,714938548,-139128326,-706399297,864223097,100489382,1672425585,974185562,240391303,1748420647,833722519,2069821484,-1947489983,1132540571,1561545846,309419704,-1098020152,-1712561999,1441940101,-960649266,203153898,-1850737024,-785597707,-1076899754,1211136660,-1089388564,-720759221,-1033463989,87985797,30664526,-444464850,999399178,83494724,-1956474284,1923746177,2142887629,-1029936300,1865707812,-1010896716,-83810191,644803237,783600583,985681751
Test81,-202520961,-1132183988,1465055685,2095734255,757298793,1879330678,-1163415541,1690498829,-415546605,739695002,1611057429,-1876154725,81789845,-1432781843,-895292600,1631574649,-378699201,-1432293861,-237325921,-1193441208,-508784676,1015827507,-1734526326,-150217596,-819558597,1919725026,-145866478,-1528969512,2100233450,-1326285597,-1217387456,-424970323,-1821714620,-365609290,-2082701121,-1721425149,-527996242,-4078193,1102725312,63872132,-1723451875,1604713617,-538294755,-640671530,-936121382,401654587,1787957953,368697392,832270985,948931618,956175174,-652403153,1237379687,-2082819360,59469791,448199402,-110017838,1841085772,-1865865,-602523325,45556750,-9438230,-1177454310,-1259956608,491663685,-711901787,-795058284,-1218345191,-730208561,2130545339,-2108218537,-1374851885,-831153996,-1612965128,-1707014495,-1041130995,889673070,1955920678,-346009634,1874245209,1058517234,1736971715,-1624066486,-376416178,1758247921,425693940,-807045926,1145432219,1254533979,1779680186,-801036452,343810655,-1912540124,526781538,932435420,-3029832,-2000494775,-939818430,-140127670,-1604367975
Test82,1043782165,2006397089,74206297,1793242593,-437254496,746535158,586596265,-604907864,-1357262696,-954777003,1833082919,1781432283,210078275,-563221466,-1116542796,-834297846,-1484368445,-1105053673,715091972,1739275648,-808722788,115416915,-699783224,2070982804,1383114611,-1039481101,-1446598129,-225202370,-1971785704,-300808267,549632233,469368300,-179603514,1126186219,-1880845235,-449390186,-562192471,162696885,1449019964,1769238287,-740249185,-1501222030,1436771621,-1599278178,-1923723454,-76274573,-983524213,939799245,399396134,-482287119,-911512604,399222144,808484447,161899073,5878724,298346056,1712927813,-787105723,-691025606,1945343737,1870100090,790068517,-711616646,1851984761,-376948948,-1360647873,15316924,395398618,-107346025,-1700755365,-275537054,1847152555,-54980403,-1783448285,-1448844192,-1553245045,-518302535,1510442961,-1041799208,-1253694978,1260485472,1685767209,1421563651,1830281347,977317994,-148811094,-1339745704,572070373,879645921,814342400,-781358362,-2043457327,-923891401,22889916,-1363438075,-1680101976,2045957005,1828479814,1697011501,221420694
Test83,1334208050,-651901423,-136451035,674674915,-1038497175,-880512495,-777992353,32151945,-1747455121,-1783065750,-790723422,-936226043,1242234299,1337591401,1459815401,1093059185,-1619583353,-1988760905,-962736501,1542059474,838240143,763344331,-1598543205,-1679211089,1762214680,-1146259296,971931793,-248581150,750275635,-767144792,-502794455,942564273,-732207294,-1435100161,-1894684278,1855143712,-3834181,-398903069,1169103787,-1974657664,-2024568789,-903514012,-710225678,-2120843445,748041598,966640727,972695837,1062155059,1645147772,-2091362160,1221814117,334461048,1358761622,435101519,287639520,1641706105,817873635,-474685190,-1725511898,1361822094,1209984100,1635859212,-469696457,-595241708,1310407311,-791637427,-1930328932,1931463368,-637758965,397702211,-1557966133,1035005784,-1318358089,1340349416,618712783,551629879,-742340624,-1627124324,-920755928,1245851312,1939204627,1614216796,500539375,692417598,-1220284352,-1787200972,780625470,2111072282,782838625,-110297614,1522367950,-954282476,-864541846,-1555138532,382385888,272578214,-1144810526,-98605789,2073217633,1790023749
Test84,1135553697,549976791,-1424965048,2039065082,-1151001894,913053470,-1461279678,958124849,1139580507,-745282080,-1095423343,-1230715695,75378451,1633972805,1704351537,262737804,884340436,53712674,-418181828,-1031320713,-1899125926,1065747120,177101966,-565402403,1326634124,-885177986,-1498979412,-796597681,-1386239231,1806107816,1790766049,-1715718145,-2052113723,-511830199,-1446239319,-705004466,1983899228,-83839187,-6939821,-622554718,542238214,-45660981,-645011487,-626386563,78675780,2017558129,-389312462,2125645002,-82268005,-1401963839,1465788514,1482675578,-612870761,13686363,-65421455,1047242063,908920594,-1445672741,1252262690,-1413855753,219823029,-894495483,474791461,1175162460,1189244095,-1201436609,-949119881,959457594,-133741819,-56951489,283025929,1130920177,-948891591,-1661659644,-71049313,1923966108,1428035694,-1922621175,567374331,1175478881,381579227,277323192,1063470906,1533104906,252276958,-760671204,-844716419,220070612,-706343356,1805530075,-1747282485,-2137496697,-649099833,-2111017374,160840245,226350022,-1787545897,1523679329,-1051552198,-1615132760
Test85,-970677859,752066170,-1637397907,-1872927098,-1870343620,601569588,-763347884,1523315222,710065241,-1529836491,1586251667,-960558408,674777821,-509186896,545480010,1845470480,-154654727,1415514908,610579898,-1804876588,-298811030,-1523672026,498333742,-767078170,1335839997,1164647655,-1043956456,566072485,1896337749,-1741183399,-1935667591,434700927,-1867417876,2110587911,1278265990,-117699638,-1443617449,371753475,-2034496376,494870996,537309389,1594172957,2068480003,-1857735624,-553116695,781371473,-2071477734,-1057406861,1723117998,-341721472,562967857,-1371748682,163855308,741412707,-886445356,829962236,150919457,800612540,558221270,-386158241,1441413250,-1973021491,1640253117,2115999911,-20366406,-1927460082,-1573421987,200928804,415516370,981907481,-150846782,-684300355,2108735378,1463978217,-1230590381,-1460885176,-1252884152,964216131,-308006605,271658523,-1101379385,-35068557,277483754,1959966690,1041259698,1030786875,487133764,981423794,-2033519110,17608200,-501645447,-2086052258,1229204644,-1294509465,-1325863795,1345707273,198929615,196625590,-2028642823,1921214204
Test86,1493874677,1453627166,-97405557,-286176327,739784304,-559512896,510232970,-335771568,1821433152,2075388974,-277296611,344525552,1050749963,652143388,-837953300,-1203561536,-869447836,1877086550,-1791822073,-1469186321,-1327893681,-139088651,88485126,-1221450743,-431214076,-2063959603,2143621490,1573811852,1979550451,1658418729,-1281093277,-1204444229,526335496,-121647430,725557098,601450929,-605624528,-1806101045,359394480,552813496,-884779494,1452882361,-250343329,-356841509,-1331651006,-339022174,1749008704,-1192146503,583967530,-189890724,-85981788,-47409509,-997350166,-956286551,-1791918712,-1112154423,-327642901,-579016280,-1350620429,-1884184551,-1120068881,367925389,-1616978781,-1743215160,-1152523693,-835779948,-1107878168,1876717964,-583325800,1521907762,1920521934,683713001,463656479,-247390579,401927041,-281810493,-579803597,1811596078,2010685933,-1492619980,-1053467827,-1539524875,-471757148,1049925535,887448210,719479885,1090798085,2059583237,-827239009,-426470241,-1395715431,1881614486,871474569,1635719435,1732553152,1318666891,-1698106849,116116053,-591382900,1061562162
Test87,674877809,695800861,-1204851988,-704660150,-346879082,-1018069165,-603150579,-1897068144,1459441320,-1909657624,-1304037636,1727366553,2065800979,1480296905,115590799,1217040354,-74446833,-1733988088,1359769477,-1794160347,-1014869910,-381036196,137364972,-430935315,-1609648246,-1759831861,704251586,1887642476,1855651506,1176285605,257739999,2103075468,379601540,1021544372,-437981167,-382663613,-1944819514,1288156336,-993987960,-1924770773,299247208,721072120,885776500,450979409,-1648041531,313245055,-693123604,873996620,-620890839,-1936730108,1948196625,-181119599,-699591277,-1950250363,2004002419,-1501399546,-311041605,-1237291787,1642800563,-956643884,1876483414,-1616955348,715992168,-168882303,1314282647,569025822,1636225350,-1309394627,-713677831,2059569999,-823271043,1054886523,1342357563,-1270746490,145171038,-248858941,1974721196,1911163840,-429029052,1401291206,292752808,-191937177,-436564559,694620338,2038103394,-58265917,-1069614665,-677397305,1900591330,-1035526480,-1263674216,-1334346966,1179887441,579981713,1232176048,-1945752071,1560315252,526348932,2054987155,-717065569
Test88,-1484245130,961299415,-68686990,964034920,1557361385,-644916551,1613702338,-1210060201,-1244101362,-239525324,-1763315426,1131805495,-48711340,937597274,1856511084,775092975,430908446,-1965702978,194406719,1836213786,1044043209,1430973222,-1125931652,-2034407209,269138413,1893590398,1309402431,-983051812,-2070829342,2082023950,92932095,-1196942639,-1366466171,-1306225937,-1988236305,-122215973,-1716283077,-1450688581,217576359,-1254528906,1063526453,2034999939,-1933262333,-1862472825,823124981,1539565573,-1159835573,473163953,838363665,736374558,576045716,-1207556890,165926199,-267041923,1289461349,-1982363583,161330800,-473837671,1833060252,725361427,954019496,572471780,-1850677358,310308923,-408083347,-1198874304,1392190077,-131995461,1543213559,-1336628046,-1359724778,1158888583,-893309080,-1236393387,1876599931,1958528158,2072182100,-988644976,-1922903467,986710622,1627616130,1831656587,313997117,-1476247532,588339188,-2029564706,-1439397541,-804149550,1472102948,-1118118005,1107330384,-5939835,-836170096,517162030,-1240254635,522716486,1722140280,-502854798,-618057052,-1042471184
Test89,465747942,-1828101945,479681302,-1150851598,-242910738,-990827695,1935615245,587107429,1555560759,385665571,1231843219,-135150496,-11753287,1404624812,-1093378877,1208193675,-115801401,-872161167,1115606119,-1158519310,1906525776,-416327428,-367371038,-933637861,-658523039,-2145706221,-120252848,-79314855,-595701267,-868883923,2136089579,1922187618,1941014992,-1475227871,-2080948304,197636127,425986833,-1527563488,657634369,818699459,1864519527,-1364555291,1443174669,1153564447,-1236126210,-1469463766,-735564627,-352941261,-1272283526,-1252422819,1490973073,1899313927,-1401393092,-1111985261,-1408405285,775807420,-1115541021,243979453,-822163574,-1560945699,1597543701,261138969,1396859355,843526394,1909676670,211427050,-991000341,-1244153225,-1071697384,-72694934,304129696,-1911856223,1081408429,1004969215,-630463542,-681453823,-1731851367,826508717,-1408170876,-1888408331,1587640276,-1045655860,749545184,-574328965,1741861167,1760320250,-1513928766,-1308752048,-210113314,1687069522,895398412,369845817,-226287050,1597529053,642431995,574128799,-1184325450,-1225184440,-2076281136,1992751201
Test90,-1468366261,-1559221801,-1792985934,-1802116379,464813519,-154592359,1400309970,-777730960,1002429907,1471584733,-1789745712,-133361993,525836189,2028003300,421281373,-1280106314,1528888947,1103638231,72567840,-1247228481,1986719514,-493552389,1651204317,558416341,1365987225,1438606370,826435028,1068717882,-172437694,102400868,2008083815,1070248262,1747768050,-2050504689,-1751418114,-1403703175,1145624983,-228503077,-2114591442,1288344532,1357849842,-1142299038,110638616,-121545884,83274397,-1442568242,769043983,-147374050,-2078371505,-992345389,1153748093,1531499762,-362430881,3704799,287671046,1285137689,2031040390,1861460880,-309790995,-1141939278,501505256,1307077222,1798993079,-241696628,-690864299,1210837945,2091350541,73119301,571446987,207601645,840104422,1245275539,1103961407,889505251,972439269,2034029025,-498445924,-432553038,-1063055361,-1952214243,910485260,-1848975722,-36635808,-1199648560,-262577035,2053774888,-453383281,1850546798,1951381573,-1364693297,-1794610481,1223225583,162972786,-524953738,2132555976,1558042014,-572643652,1045878399,-514845081,-520162768
Test91,-563232459,-104850954,1538649089,-1992839657,1271842562,-1099364599,-1318277698,-1405106920,-1148038813,-1197816649,2013635124,1180807962,-885145360,-135742008,-1297813678,-551843519,732262180,-560280068,1721995647,1666154555,-394103777,1954582151,-885579518,-616899623,-679967577,363361723,520489379,129954785,697117807,791461383,-1546315630,-17730014,-228464484,-260880353,468026504,-1046071865,-1651054972,-766710660,610849836,-67757072,1154771640,456388615,1323452087,116133246,1951736900,-1884254192,782475994,985258542,2024534068,-219817595,437096414,1818527977,-484191910,-55034017,-283517683,1626903897,-1564401585,-870144929,842554192,944501439,987183030,1684392954,-1276302055,-1956845565,630595783,1846109841,120172674,-1011214068,-181926901,-1335546652,1447520182,726749521,-248618396,-1461993784,287212432,1405608880,-1393862064,1633171736,-366480255,-1017597058,-731677330,2067445481,758457782,-1335805218,1753807424,233779712,-1773812103,-309845418,206118449,-332564856,78005718,-1006813793,1516336090,-2020073985,738714754,821821883,2121400704,-1688484495,1424851192,-55130035
Test92,1058434017,315552489,1440121317,744649764,321388848,203841059,-784104762,-58766568,-840503204,408457350,-129587506,-2064312039,1961439384,-611905456,1074509324,1667625092,1133632791,1408404243,-1327339315,-629400648,314312983,1675801439,1763149118,606933993,-328183775,-868104768,865055574,-1170960077,-1557354866,-852039446,1675700978,-525858830,-1229312435,-821437134,-1512595391,733226832,-1912269854,726511424,-685763999,1083911454,1109833649,-1007197693,-40869814,-64740632,-1827494020,383828964,-984037397,320362563,-1772409815,-410590403,-693390446,1567469160,-1131778104,567727628,-1807058544,1334937862,-1512472619,-422393629,707523100,-936282029,736014265,-1576761053,391907191,-1189351325,123805590,-464388503,-830364591,1352966589,-1743295677,-1860483257,-2023054229,-73578709,-604781163,-1529778890,-1345082500,-944964399,1694499808,-1414536245,2090600024,-1747094399,-1410310723,-2093856983,1022622287,316054349,314303756,-1937568329,823535315,-659127203,569768508,1354178833,-1677533859,519875841,1704214729,1014338115,-1916890224,1490873865,-293545978,1995038004,-670903395,-1296060844
Test93,235985948,-1831702688,-1000124695,1442458278,-881626286,-2023463479,1591670509,790816447,-911348850,-858212817,-2064695202,722705320,-1963086821,-452577410,-710544243,-34916529,-322895957,-156287609,764163343,-780680874,1502870176,1499511794,2130417056,110704935,106889606,455877747,-1345032124,883671371,-555174940,946107452,771938223,68725756,-682279116,-1290132302,1198902246,2064858360,-1239851474,731444066,105026853,-25217897,629639244,2011542838,-1998034685,575436831,-914221686,-580278045,390512083,2104781655,222648942,-1864631131,-1055199155,-210055335,2062090311,-2075034834,956309358,1092434604,1382555065,224760795,422994588,1626963602,619959160,-1125174743,1814347276,1889832349,-615747246,-1041819546,1943763304,-735004792,1863935859,961327531,1746058411,918244931,-268924956,-399405303,-2089052337,-813234097,562125908,-1964833791,-302525014,-1247169460,268538907,1470928441,732907669,-1918299697,-1568420229,-1272630163,-281058482,365683577,839009576,-995858269,-643017825,-190738876,196811530,1033632162,-1819740097,848550432,129258304,962965412,574445943,1216063422
Test94,-791038872,1104949322,-1331066872,325758890,1912544285,-418306609,-1646459317,107585183,1186334400,1122116992,1434001306,-284482794,-1467134085,2136017259,-1378430482,-1230389217,-180458365,-1566854826,-1636880951,-248546956,-1195660388,-2091229453,-1886433194,1352903883,-2092485918,1202397520,693066702,1538042988,-403519035,1474560916,-447344100,33025794,929345108,1319957224,594081219,-447420235,901642943,2029883314,-1503456001,-964959881,2101567254,-1484104184,472572714,1782275229,-1305398441,-605025949,971097185,1146873266,-1691343450,631418770,2081304423,439572104,-1653602082,1754425074,1529579976,-857871729,-943552696,-657099812,-1105649087,1403302761,1298644393,1992024413,1200876895,931021501,467337857,2092396844,1350363237,1108319562,-1492230766,1740510936,-1603778958,-1973368001,1902605214,1786540609,1326435299,685349322,-1866929547,-955187896,1577384949,139485679,463440174,-1050681142,547749039,-63051622,593139892,-660953911,723670270,1237756918,-1985263484,1754673132,1586161953,-1954860545,-2000741452,507300393,-2118461113,2075536470,1357226550,621876928,1402807925,144213331
Test95,1695679070,697448810,-315801171,-1139758496,-802351455,1017158354,-825300660,727426948,1648698270,33947716,-411305805,-784078786,-1712035230,121301667,-83030486,-2041925228,-198698265,-2102497120,-506713344,656845162,386231006,1584728104,1825485302,-439156969,-1270688594,1452667678,713451484,286263605,1613218491,309740362,-1680909700,-1158714184,-993711381,-1520719472,-1917136457,-837607103,555605605,1794147428,-1917473042,-1545083212,-2111991397,357949821,-1096098141,-1315373049,1940512906,1105684168,-1935097761,520374109,1795740480,-2086644065,-744838955,533917523,93103774,1968186170,1662378567,1414301080,-1892885153,-1245690523,1598803752,-1027667262,-2001674920,1137986163,-1138158846,-1397738656,76586241,1405635954,-37493351,2042177099,1626613043,-1472114785,-155585455,-1641067455,-595399885,-1390009316,2084599244,181535923,-1086306578,-294722848,-290499625,-1377938467,-792557178,629413614,511348614,-1972969961,-572098547,-1952048183,-14990436,702530667,1777938063,-1436000730,-442767055,-1028442522,-563171499,-1143770141,-980303218,-2035495629,-1327783320,1031552823,663195739,-1571355675
Test96,-582153901,-2079485653,-42208005,-1673043693,-1820267731,1923415881,928524855,-569694807,741293270,-2110070638,543812889,959419645,146966912,-1135041100,1513473050,2130586144,1205084017,1625292924,1453654911,-1573499274,-1548237562,-2082959735,-974834689,210986377,178207226,-580846782,-1450917975,-1618525671,-1180825368,1446759689,-256702204,1568561271,-782602994,239030704,1464356983,-1467727342,1958760531,-495755733,211553259,-512465326,-1009277558,-31533689,-1636395858,-1723081564,791651064,531770138,567627674,1643043797,929341715,-1080339460,1426502518,503663267,945725836,-1226646603,-552218213,-843627119,759349904,-717680585,634602714,-1454658053,-1192091063,-1256883954,-532436324,-1606936983,1133835946,670698965,1561987659,1548918823,-1067917972,-1609637908,-563687695,-624189932,192260179,-832427161,-1022740707,-1063382854,-1476646475,1097073480,-167551219,1401114527,-1691957956,-1795945231,564349193,-1805159462,-535050006,-540344621,-214071284,1377916904,1603129949,-1871653269,-1184468822,873087168,-358169516,697039215,1567159341,289309732,-1536290703,23377476,379357696,1544667193
Test97,-1063036608,-969156686,-840578224,-1093240743,118665335,2009743322,1865590000,415378216,519566719,1630191206,-127057028,78919141,190519346,1959695874,-277930559,-1187571454,1067926502,19948812,-1389379236,-159845899,1465595562,-1073715833,570508704,-2056176048,1423001807,-1379911596,124160188,-2143863793,-1375606615,1148432291,-299001059,-940737744,-1291088234,-1267774298,-314901231,366769289,-1653117633,-1851497337,2098762412,1956592085,-119381474,1565925532,2453999,1893896975,-98178497,186764761,-1250824411,1483218179,-1449844918,2146971525,522554256,-1627112159,-1415708480,1766639921,-486364603,1164377747,-1587573373,899372004,-1502204076,-2115162990,80310684,1823658651,-1914737365,565722613,-2115875784,-650577424,-1432419269,622913034,-585248268,-1932533992,2067896539,394354345,-1250144422,-1603067374,-2029681811,-57557115,-457093206,-96401636,1346952894,1717696197,-257463332,1547121513,979343538,866268882,970163685,-2085486319,1428646176,2141449586,682226745,1526242889,900322043,-1316317162,424436113,-871404589,1702532017,667224431,-818977555,-106082633,1954751703,1566372934
Test98,-1574758948,-943199949,819082245,1362349965,-1030086405,737537775,-267373314,2032232368,95363258,-1507456908,-1935117804,1163505968,-887079322,656144863,-1077395766,-1597722509,745889634,588054737,-1085525830,2051836629,-1392155976,1724882345,-2050129223,382932226,-892128560,-1130218507,1501562424,616657542,-796676226,1976528421,380847853,-1908827483,490320961,1873653889,1792001201,790287975,1077264073,1071900508,-1496094805,-1920496649,132839865,1824197769,-1696689490,-1079252179,1192472494,903397390,697661408,-580235415,577464960,-1354387433,-131099749,-510956894,1196769991,928910381,-112627305,828214718,1259938720,2138666919,455811144,881828387,2076903089,167456608,1350039172,1590274189,-1147442071,-1370335574,-1839034520,-1035087582,897619084,528326529,-1748361092,67797187,991705838,-886783485,1800703509,926341028,-809902978,-1852999905,233497082,1981320478,-142751610,-1462179188,288622666,-936692541,77431344,-2091788291,-654051684,684605618,-1023527349,1214433170,-1452039832,-31435475,-2061612721,-1924194927,599286692,-1962688152,-268746338,-1522470571,-1944601422,2058432931
Test99,-1225420276,1927864198,-2118219655,2096819834,-926414687,-267629686,1947276752,-1984676485,1136715165,607241274,2054930211,483768057,-1379475781,2053275608,-1977489072,-47143649,-1265331526,-101506239,-1035760430,-1575960505,943272216,-155891618,2064624928,1649204364,-1382720992,756447200,1562141271,1715231901,1551334183,-1245148628,1612929302,386956756,2104175377,-975527022,-1607734104,107860358,1786989338,988364741,1597652840,705918876,-1667305517,-1568735097,-919800479,-1105007006,-131770775,-685296733,-1914079948,913607582,1765108269,-1068612576,-1383017666,-1181617436,873045583,-82081101,-780809479,-1615782615,-484892691,-1523371659,-718378333,580896149,-578050996,-1777983787,732058908,-1439150180,1847940964,-1556014129,782286356,418806351,556052129,676047197,580355173,-288131858,-1494998041,-1294321362,1840713404,-1695143742,-441574185,647937429,-1201353089,-1874998231,659653200,-883047229,244878570,-1569058062,-1427518408,-362966215,-1260460421,1803915242,-1321892484,-175640201,-360867696,1571560375,-167605164,-1292984071,-623082163,890262755,-1813540149,-840061853,1159762371,2036370747
